0	0.0021491	0.0095489	0.021416	0.034696	0.045839	0.052935	0.056882	0.058815	0.062583	0.069444	0.079165	0.089372	0.10029	0.11053	0.12133	0.13052	0.13775	0.14387	0.15074	0.16013	0.17239	0.18847	0.20958	0.23598	0.26653	0.30231	0.34342	0.38726	0.43558	0.48674	0.54162	0.60302	0.67199	0.7462	0.82221	0.88652	0.92209	0.95453	0.97369	0.98251	0.98964	0.99616	0.99875	0.9986	0.99778	0.99874	1	0.99799	0.99665	0.99305	0.99492	0.99557	0.99078	0.97945	0.95857	0.9397	0.91048	0.88084	0.84956	0.81486	0.77627	0.73357	0.6894	0.64753	0.61917	0.58883	0.58425	0.57417	0.55755	0.5337	0.51388	0.50062	0.48447	0.4768	0.46089	0.45012	0.43803	0.42861	0.41205	0.38905	0.39028	0.38609	0.37541	0.36976	0.37045	0.37034	0.37076	0.37097	0.37133	0.37167	0.37206	0.37171	0.37142	0.37186	0.37279	0.37333	0.37355	0.37282	0.37143	0.36978	0.36867	0.36802	0.36799	0.36833	0.36899	0.36948	0.37001	0.37036	0.37051	0.37048	0.37055	0.37058	0.37069	0.3709	0.37102	0.37073	0.37002	0.36904	0.36824
0.0041351	0.0013867	0	0.0057202	0.014814	0.026643	0.038611	0.050366	0.059644	0.066106	0.070351	0.077135	0.088456	0.10071	0.11433	0.12928	0.14415	0.16266	0.18531	0.2117	0.24141	0.27613	0.31488	0.3572	0.40493	0.45394	0.50492	0.55428	0.60148	0.64035	0.66847	0.69031	0.71077	0.73327	0.75984	0.78746	0.81618	0.83957	0.8582	0.87418	0.89008	0.90375	0.91627	0.92754	0.93997	0.95228	0.96074	0.96681	0.97218	0.97925	0.98667	0.99029	0.99211	0.99579	0.99855	0.99992	0.99887	0.9967	0.99612	0.9978	0.99756	0.99536	0.99141	0.98845	0.98712	0.98823	0.99036	0.99335	0.99573	0.99724	0.9988	0.9998	1	0.99975	0.99918	0.99862	0.998	0.99699	0.99523	0.99349	0.99318	0.99152	0.98861	0.98247	0.97653	0.96904	0.95945	0.94309	0.92237	0.89679	0.86195	0.81556	0.76266	0.7139	0.67719	0.65126	0.63083	0.61281	0.5925	0.57039	0.55215	0.54201	0.5356	0.53186	0.52853	0.52666	0.52582	0.5261	0.52695	0.52799	0.52892	0.52969	0.53017	0.5305	0.53056	0.53026	0.52986	0.52978	0.52993	0.53018
0.0021722	0	0.0014459	0.0092156	0.022806	0.042537	0.069254	0.10313	0.14578	0.19852	0.26442	0.34061	0.42315	0.51044	0.59986	0.68364	0.75889	0.82321	0.87336	0.90863	0.93528	0.95262	0.96397	0.97079	0.97704	0.98156	0.98644	0.99025	0.99351	0.99401	0.99267	0.98942	0.98695	0.98605	0.98829	0.99321	0.99827	1	0.99717	0.99064	0.98262	0.9752	0.96986	0.96493	0.96067	0.95505	0.94827	0.94023	0.93241	0.92337	0.91085	0.89581	0.87889	0.86084	0.8433	0.82723	0.81168	0.79574	0.77954	0.76271	0.74596	0.72959	0.71377	0.69894	0.68578	0.67418	0.66524	0.6583	0.65295	0.64822	0.64465	0.64189	0.63941	0.63724	0.63505	0.63306	0.63071	0.62886	0.62769	0.62737	0.62787	0.62918	0.6307	0.63181	0.63291	0.63331	0.63363	0.63406	0.63513	0.63646	0.63786	0.63855	0.63861	0.63856	0.63866	0.63847	0.63824	0.63813	0.63812	0.63795	0.63786	0.63746	0.63654	0.63533	0.6344	0.63388	0.63388	0.6342	0.63438	0.63492	0.63567	0.63646	0.63715	0.63797	0.63854	0.63886	0.63914	0.6392	0.63922	0.63908
0.00083808	0	0.0012358	0.0058808	0.01283	0.019563	0.025	0.02997	0.029862	0.02753	0.025109	0.024219	0.026065	0.030255	0.037155	0.044466	0.051642	0.057577	0.060802	0.062846	0.064478	0.064812	0.063402	0.063423	0.06683	0.070664	0.075973	0.084566	0.094155	0.10323	0.11357	0.12402	0.13355	0.14247	0.1521	0.16293	0.17608	0.19153	0.20922	0.22939	0.25049	0.27191	0.2949	0.31769	0.34137	0.36681	0.39249	0.41655	0.43935	0.46177	0.48464	0.50879	0.53483	0.56135	0.5877	0.61293	0.6373	0.66058	0.68326	0.70531	0.72751	0.74857	0.76874	0.78814	0.80732	0.826	0.84463	0.86219	0.8783	0.8928	0.9059	0.918	0.92938	0.9401	0.9505	0.96036	0.96987	0.97804	0.98577	0.99323	1	0.99957	0.99827	0.99608	0.99257	0.9881	0.98191	0.97341	0.96166	0.9454	0.92297	0.89302	0.85451	0.80754	0.75459	0.69912	0.64661	0.60157	0.56653	0.54154	0.5248	0.51405	0.5076	0.50378	0.50109	0.49941	0.49816	0.49696	0.49584	0.49518	0.49458	0.49408	0.4938	0.49376	0.49353	0.4935	0.49355	0.49345	0.49321	0.49327
0.014783	0.013426	0.011879	0.010963	0.010113	0.0086083	0.0068498	0.0024697	0	0.00053703	0.0033447	0.0071037	0.0096125	0.01011	0.0095014	0.0079851	0.009179	0.012104	0.017085	0.023225	0.029403	0.03466	0.038712	0.040756	0.042384	0.044775	0.046224	0.049092	0.055636	0.062225	0.06927	0.077657	0.087084	0.09658	0.10886	0.12257	0.13724	0.15277	0.16741	0.1805	0.19232	0.20428	0.21692	0.23169	0.24952	0.26946	0.29088	0.31316	0.33579	0.35999	0.38612	0.41448	0.44417	0.47524	0.50773	0.54244	0.57931	0.6186	0.65849	0.69869	0.73848	0.77778	0.81664	0.85575	0.89403	0.92925	0.95963	0.98226	0.99608	1	0.99377	0.97604	0.94702	0.90638	0.85494	0.79601	0.73647	0.68284	0.63721	0.60195	0.56677	0.5296	0.49419	0.46394	0.44093	0.42505	0.41265	0.4001	0.38613	0.37256	0.36264	0.35403	0.34607	0.34064	0.33771	0.33735	0.33751	0.33757	0.33743	0.33684	0.33617	0.33582	0.33566	0.33553	0.33527	0.33476	0.33424	0.33419	0.33429	0.33435	0.33462	0.33524	0.33586	0.33655	0.33695	0.33741	0.33754	0.33758	0.33726	0.33717
0	0.006541	0.012341	0.015144	0.017506	0.017834	0.01625	0.012635	0.0098396	0.0081356	0.0069268	0.0085057	0.012865	0.019137	0.024958	0.02987	0.034542	0.038826	0.041686	0.042048	0.040394	0.038742	0.037963	0.038708	0.041297	0.045679	0.051934	0.058981	0.066414	0.07341	0.080212	0.087712	0.096242	0.10604	0.11724	0.12992	0.14254	0.15425	0.16607	0.17822	0.19091	0.20418	0.21825	0.23426	0.25146	0.26863	0.28554	0.30157	0.31774	0.33351	0.34876	0.36493	0.38241	0.40139	0.42148	0.44256	0.46439	0.48686	0.50943	0.53186	0.55341	0.57354	0.59277	0.61113	0.62944	0.64781	0.66641	0.6852	0.70433	0.72361	0.74224	0.76005	0.77725	0.79433	0.81115	0.82753	0.84333	0.8581	0.8719	0.88495	0.89707	0.90838	0.91898	0.9293	0.93966	0.9499	0.96019	0.97016	0.97974	0.98901	0.99803	1	0.99938	0.99731	0.99178	0.97926	0.95354	0.90767	0.84321	0.77746	0.72969	0.70269	0.68945	0.68333	0.68033	0.6792	0.6788	0.67876	0.67895	0.67916	0.67959	0.67985	0.68	0.6801	0.6801	0.68006	0.67973	0.67925	0.67881	0.67838
0	0.0017061	0.0037818	0.0053509	0.0064614	0.008114	0.010596	0.013458	0.015396	0.016408	0.016465	0.015846	0.016183	0.017854	0.022073	0.027182	0.032333	0.036577	0.039838	0.042859	0.045041	0.04742	0.050193	0.053859	0.058713	0.064545	0.07129	0.078686	0.087076	0.096341	0.10452	0.11112	0.11715	0.12446	0.13312	0.14227	0.15282	0.1654	0.17902	0.19238	0.20499	0.21772	0.23124	0.24595	0.26225	0.28033	0.29967	0.31941	0.33932	0.35943	0.37997	0.4008	0.42189	0.44348	0.46569	0.48837	0.5114	0.53393	0.55595	0.57727	0.5978	0.61829	0.63883	0.6598	0.68144	0.7035	0.72604	0.74854	0.77046	0.79154	0.81128	0.82984	0.84686	0.86239	0.87664	0.88999	0.90304	0.91532	0.92742	0.93922	0.95093	0.96245	0.97337	0.98449	0.99476	1	0.99615	0.99453	0.99479	0.99313	0.99335	0.98222	0.95836	0.89856	0.79123	0.65878	0.53454	0.44149	0.38397	0.35351	0.33897	0.33234	0.3294	0.32823	0.32798	0.32803	0.32829	0.32869	0.32937	0.33011	0.33048	0.3306	0.33072	0.33083	0.33083	0.33065	0.33053	0.33039	0.3301	0.32976
0.0046189	0.0038119	0.002555	0.0012919	0.00068432	0.00021554	0	0.00082954	0.003619	0.0078922	0.013073	0.018515	0.022496	0.025056	0.024816	0.022595	0.019498	0.016341	0.014835	0.014433	0.015419	0.017468	0.0202	0.023205	0.02604	0.028787	0.031827	0.035148	0.03933	0.043336	0.047517	0.052164	0.056968	0.062482	0.068012	0.074205	0.081353	0.089011	0.097389	0.10609	0.11533	0.12498	0.13473	0.14506	0.15608	0.16811	0.18068	0.19407	0.20835	0.22374	0.24002	0.25642	0.27321	0.29072	0.30888	0.32725	0.34568	0.36414	0.38333	0.4033	0.42421	0.44645	0.46971	0.49368	0.51788	0.54233	0.56773	0.59485	0.6248	0.65852	0.69767	0.74421	0.79896	0.85517	0.89523	0.91191	0.93594	0.96491	0.97526	0.98957	0.99804	0.99849	0.99797	0.99862	1	0.99925	0.99444	0.98887	0.98012	0.96824	0.9464	0.89897	0.82489	0.73305	0.63697	0.56136	0.53005	0.50811	0.48173	0.45761	0.44705	0.43865	0.42811	0.41155	0.40949	0.40492	0.40262	0.40258	0.40259	0.40257	0.40261	0.40268	0.4028	0.40295	0.40302	0.40303	0.40292	0.40271	0.40237	0.40194
0	0.0034211	0.0059861	0.007284	0.0070887	0.0070043	0.0083235	0.010736	0.013763	0.016208	0.018834	0.022287	0.026742	0.031565	0.037388	0.044987	0.054143	0.064395	0.075528	0.088806	0.10414	0.12048	0.13844	0.15806	0.17971	0.20317	0.22838	0.25518	0.28376	0.31345	0.34398	0.37493	0.40547	0.43546	0.46506	0.49482	0.5248	0.55461	0.584	0.61297	0.64122	0.66847	0.69462	0.7197	0.7434	0.76565	0.78606	0.80501	0.82255	0.83874	0.85364	0.86708	0.87957	0.89115	0.90183	0.91148	0.92026	0.92828	0.93577	0.94291	0.9496	0.95557	0.96117	0.96637	0.97106	0.97511	0.97845	0.98164	0.98439	0.98673	0.98833	0.98949	0.99009	0.99031	0.99065	0.99128	0.99265	0.99434	0.99646	0.99862	1	0.99954	0.9956	0.98684	0.97382	0.95877	0.94342	0.92587	0.90351	0.87598	0.84029	0.79175	0.72671	0.65267	0.58285	0.52779	0.49024	0.46764	0.45537	0.44928	0.44654	0.44551	0.44539	0.44559	0.4457	0.44572	0.44582	0.44592	0.44584	0.44559	0.44534	0.44515	0.44486	0.44454	0.44436	0.44436	0.44443	0.4444	0.44434	0.44423
0.021879	0.021988	0.019782	0.01392	0.0073308	0.0022925	0	0.00079151	0.004228	0.010121	0.01538	0.019068	0.020563	0.020912	0.021105	0.021069	0.022399	0.024615	0.028087	0.032963	0.039296	0.047199	0.055468	0.063226	0.070243	0.076489	0.081659	0.085931	0.090036	0.094426	0.099385	0.10488	0.1111	0.11796	0.12512	0.13339	0.1422	0.15146	0.16122	0.17215	0.18448	0.19741	0.21098	0.2243	0.23767	0.25135	0.26526	0.27991	0.29477	0.31069	0.32841	0.34778	0.36858	0.39011	0.41246	0.43568	0.45923	0.48328	0.50783	0.53333	0.55986	0.58744	0.61687	0.64853	0.68307	0.71982	0.75831	0.79738	0.83557	0.87139	0.90312	0.93018	0.95173	0.96779	0.97881	0.98576	0.98999	0.99261	0.99474	0.99684	0.99881	1	0.99951	0.99574	0.98649	0.96889	0.94019	0.89815	0.84236	0.77501	0.70076	0.6263	0.55806	0.50083	0.45684	0.42589	0.406	0.3944	0.38819	0.3852	0.38398	0.38355	0.38346	0.38348	0.38354	0.38362	0.38362	0.38358	0.38357	0.38352	0.38348	0.38342	0.38341	0.3834	0.38336	0.38334	0.38331	0.38327	0.38316	0.38303
